ID,Pathway
NCBP2,Formation of the HIV-1 Early Elongation Complex
NCBP2,HIV Transcription Elongation
NCBP2,Transcription of the HIV genome
NCBP2,Formation of HIV-1 elongation complex containing HIV-1 Tat
NCBP2,Abortive elongation of HIV-1 transcript in the absence of Tat
NCBP2,Tat-mediated elongation of the HIV-1 transcript
NCBP2,FGFR2 mutant receptor activation
NCBP2,Signaling by FGFR
NCBP2,Signaling by FGFR2
NCBP2,Signaling by FGFR2 in disease
NCBP2,FGFR2 alternative splicing
NCBP2,Signaling by FGFR2 IIIa TM
SNW1,Signaling by TGF-beta Receptor Complex
SNW1,Pre-NOTCH Transcription and Translation
SNW1,Pre-NOTCH Expression and Processing
SNW1,Signaling by NOTCH1
SNW1,NOTCH1 Intracellular Domain Regulates Transcription
SNW1,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
SNW1,Downregulation of SMAD2/3:SMAD4 transcriptional activity
SNW1,Signaling by NOTCH1 PEST Domain Mutants in Cancer
SNW1,Signaling by NOTCH1 in Cancer
SNW1,Constitutive Signaling by NOTCH1 PEST Domain Mutants
SNW1,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
SNW1,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
SNW1,Signaling by NOTCH3
SNW1,NOTCH3 Intracellular Domain Regulates Transcription
SNW1,Signaling by NOTCH4
SNW1,NOTCH4 Intracellular Domain Regulates Transcription
DKK1,Signaling by WNT in cancer
SV2C,Neurotoxicity of clostridium toxins
SV2C,Uptake and actions of bacterial toxins
SV2C,Bacterial Infection Pathways
DAAM1,PCP/CE pathway
DAAM1,RHO GTPases Activate Formins
DAAM1,RHOA GTPase cycle
DAAM1,RHOB GTPase cycle
DAAM1,RHOC GTPase cycle
SPEN,RHOBTB1 GTPase cycle
SPEN,RHOBTB GTPase Cycle
KDM1A,RHO GTPases activate PKNs
KDM1A,Regulation of PTEN gene transcription
KDM1A,Estrogen-dependent gene expression
KDM1A,NR1H2 and NR1H3-mediated signaling
KDM1A,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux
KDM1A,Potential therapeutics for SARS
KDM4B,Estrogen-dependent gene expression
PHLPP2,Negative regulation of the PI3K/AKT network
FNBP1,RHOQ GTPase cycle
FNBP1,RHOJ GTPase cycle
FNBP1,RND2 GTPase cycle
FOXM1,Signaling by ALK in cancer
FOXM1,Signaling by ALK fusions and activated point mutants
FOXM1,Nuclear events stimulated by ALK signaling in cancer
HECW1,Degradation of DVL
SWAP70,RAC2 GTPase cycle
SWAP70,RAC3 GTPase cycle
FOXO1,PI3K/AKT Signaling in Cancer
FOXO1,Constitutive Signaling by AKT1 E17K in Cancer
FOXO1,MAPK6/MAPK4 signaling
KDM4C,RHO GTPases activate PKNs
FOXO3,PI3K/AKT Signaling in Cancer
FOXO3,Constitutive Signaling by AKT1 E17K in Cancer
FOXO3,MAPK6/MAPK4 signaling
FOXO3,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
FOXO3,Neurodegenerative Diseases
FOXO3,Extra-nuclear estrogen signaling
FOXO3,Estrogen-dependent nuclear events downstream of ESR-membrane signaling
FOXO3,Diseases of programmed cell death
FOXO3,Defective Intrinsic Pathway for Apoptosis
ARHGAP26,RHOA GTPase cycle
ARHGAP26,RHOB GTPase cycle
ARHGAP26,RHOC GTPase cycle
ARHGAP26,RAC2 GTPase cycle
ARHGAP26,RHOD GTPase cycle
ARHGAP26,RHOQ GTPase cycle
ARHGAP26,RHOJ GTPase cycle
ARHGAP26,RAC3 GTPase cycle
CDK19,Respiratory Syncytial Virus Infection Pathway
CDK19,RSV-host interactions
TNRC6B,Pre-NOTCH Transcription and Translation
TNRC6B,Pre-NOTCH Expression and Processing
TNRC6B,Ca2+ pathway
TNRC6B,MAPK6/MAPK4 signaling
TNRC6B,Regulation of PTEN mRNA translation
TNRC6B,Competing endogenous RNAs (ceRNAs) regulate PTEN translation
TNRC6B,Estrogen-dependent gene expression
TNRC6B,NR1H2 and NR1H3-mediated signaling
TNRC6B,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux
TNRC6B,Signaling by TGFBR3
TNRC6B,TGFBR3 expression
TAB2,Signaling by ERBB4
TAB2,Nuclear signaling by ERBB4
TAB2,TNFR1-induced NF-kappa-B signaling pathway
TAB2,TNF signaling
TAB2,SARS-CoV-2 activates/modulates innate and adaptive immune responses
PLXND1,Signaling by NOTCH3
PLXND1,NOTCH3 Intracellular Domain Regulates Transcription
PLXND1,RND2 GTPase cycle
ANKLE2,RAC2 GTPase cycle
ANKLE2,RHOG GTPase cycle
FLNA,RHO GTPases activate PAKs
GGA3,Signaling by MET
NUP205,Host Interactions of HIV factors
NUP205,Rev-mediated nuclear export of HIV RNA
NUP205,Transport of Ribonucleoproteins into the Host Nucleus
NUP205,Export of Viral Ribonucleoproteins from Nucleus
NUP205,NS1 Mediated Effects on Host Pathways
NUP205,Viral Messenger RNA Synthesis
NUP205,NEP/NS2 Interacts with the Cellular Export Machinery
NUP205,Interactions of Vpr with host cellular proteins
NUP205,Interactions of Rev with host cellular proteins
NUP205,Nuclear import of Rev protein
NUP205,Vpr-mediated nuclear import of PICs
NUP205,SLC transporter disorders
NUP205,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
NUP205,Disorders of transmembrane transporters
NUP205,HCMV Infection
NUP205,HCMV Early Events
NUP205,HCMV Late Events
NUP205,SARS-CoV-2 activates/modulates innate and adaptive immune responses
RCOR1,Regulation of PTEN gene transcription
RCOR1,Potential therapeutics for SARS
KANK1,Estrogen-dependent gene expression
FLOT2,RHOA GTPase cycle
FLOT2,RHOB GTPase cycle
FLOT2,RHOC GTPase cycle
FLOT2,RND3 GTPase cycle
FLOT2,RND1 GTPase cycle
CYFIP1,Signaling by VEGF
CYFIP1,VEGFA-VEGFR2 Pathway
CYFIP1,RHO GTPases Activate WASPs and WAVEs
CYFIP1,RAC2 GTPase cycle
CYFIP1,RHOG GTPase cycle
CYFIP1,RAC3 GTPase cycle
CYFIP1,Parasite infection
CYFIP1,Leishmania phagocytosis
CYFIP1,FCGR3A-mediated phagocytosis
GANAB,Maturation of spike protein
GANAB,Translation of Structural Proteins
GANAB,Late SARS-CoV-2 Infection Events
DTX4,Signaling by NOTCH1
DTX4,Activated NOTCH1 Transmits Signal to the Nucleus
RHOBTB2,RHOBTB2 GTPase cycle
RHOBTB2,RHOBTB GTPase Cycle
NUP210,Host Interactions of HIV factors
NUP210,Rev-mediated nuclear export of HIV RNA
NUP210,Transport of Ribonucleoproteins into the Host Nucleus
NUP210,Export of Viral Ribonucleoproteins from Nucleus
NUP210,NS1 Mediated Effects on Host Pathways
NUP210,Viral Messenger RNA Synthesis
NUP210,NEP/NS2 Interacts with the Cellular Export Machinery
NUP210,Interactions of Vpr with host cellular proteins
NUP210,Interactions of Rev with host cellular proteins
NUP210,Nuclear import of Rev protein
NUP210,Vpr-mediated nuclear import of PICs
NUP210,SLC transporter disorders
NUP210,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
NUP210,Disorders of transmembrane transporters
NUP210,HCMV Infection
NUP210,HCMV Early Events
NUP210,HCMV Late Events
NUP210,SARS-CoV-2 activates/modulates innate and adaptive immune responses
ARHGEF9,NRAGE signals death through JNK
ARHGEF9,p75 NTR receptor-mediated signalling
ARHGEF9,"Cell death signalling via NRAGE, NRIF and NADE"
ARHGEF9,G alpha (12/13) signalling events
ARHGEF9,RHOQ GTPase cycle
FLT3LG,PI3K Cascade
FLT3LG,IRS-mediated signalling
FLT3LG,Negative regulation of the PI3K/AKT network
FLT3LG,PI3K/AKT Signaling in Cancer
FLT3LG,Constitutive Signaling by Aberrant PI3K in Cancer
FLT3LG,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
FLT3LG,IGF1R signaling cascade
FLT3LG,IRS-related events triggered by IGF1R
FLT3LG,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
FLT3LG,Insulin receptor signalling cascade
FLT3LG,Signaling by Insulin receptor
FLT3LG,FLT3 signaling in disease
PLCB1,Opioid Signalling
PLCB1,G-protein mediated events
PLCB1,PLC beta mediated events
PLCB1,G-protein beta:gamma signalling
PLCB1,Ca2+ pathway
PLCB1,G beta:gamma signalling through PLC beta
ARC,Signaling by NTRK1 (TRKA)
ARC,Nuclear Events (kinase and transcription factor activation)
ARC,NGF-stimulated transcription
PHLPP1,Negative regulation of the PI3K/AKT network
FLT4,Signaling by VEGF
FLT4,Signaling by NOTCH4
FLT4,NOTCH4 Intracellular Domain Regulates Transcription
OTUD3,Regulation of PTEN stability and activity
MCF2L,NRAGE signals death through JNK
MCF2L,p75 NTR receptor-mediated signalling
MCF2L,"Cell death signalling via NRAGE, NRIF and NADE"
MCF2L,G alpha (12/13) signalling events
MCF2L,RHOA GTPase cycle
MCF2L,RHOB GTPase cycle
MCF2L,RHOC GTPase cycle
MCF2L,RHOG GTPase cycle
NUP160,Host Interactions of HIV factors
NUP160,Rev-mediated nuclear export of HIV RNA
NUP160,Transport of Ribonucleoproteins into the Host Nucleus
NUP160,Export of Viral Ribonucleoproteins from Nucleus
NUP160,NS1 Mediated Effects on Host Pathways
NUP160,Viral Messenger RNA Synthesis
NUP160,NEP/NS2 Interacts with the Cellular Export Machinery
NUP160,Interactions of Vpr with host cellular proteins
NUP160,Interactions of Rev with host cellular proteins
NUP160,Nuclear import of Rev protein
NUP160,Vpr-mediated nuclear import of PICs
NUP160,SLC transporter disorders
NUP160,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
NUP160,Disorders of transmembrane transporters
NUP160,RHO GTPases Activate Formins
NUP160,HCMV Infection
NUP160,HCMV Early Events
NUP160,HCMV Late Events
NUP160,SARS-CoV-2 activates/modulates innate and adaptive immune responses
WWC1,Signaling by Hippo
WWC1,Signaling by NOTCH3
WWC1,NOTCH3 Intracellular Domain Regulates Transcription
IQCE,Hedgehog 'on' state
IQCE,Activation of SMO
RPGRIP1L,Hedgehog 'off' state
NEDD4L,Budding and maturation of HIV virion
NEDD4L,Signaling by TGF-beta Receptor Complex
NEDD4L,Downregulation of TGF-beta receptor signaling
NEDD4L,TGF-beta receptor signaling activates SMADs
NEDD4L,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
NEDD4L,Downregulation of SMAD2/3:SMAD4 transcriptional activity
VPS39,SARS-CoV-2 modulates autophagy
ESYT1,RAC2 GTPase cycle
ESYT1,RHOD GTPase cycle
ESYT1,RHOG GTPase cycle
ESYT1,RAC3 GTPase cycle
ESYT1,RHOF GTPase cycle
ARHGEF12,NRAGE signals death through JNK
ARHGEF12,p75 NTR receptor-mediated signalling
ARHGEF12,"Cell death signalling via NRAGE, NRIF and NADE"
ARHGEF12,G alpha (12/13) signalling events
ARHGEF12,RHOA GTPase cycle
ARHGEF12,RHOB GTPase cycle
ARHGEF12,RHOC GTPase cycle
LARP1,SARS-CoV-2 activates/modulates innate and adaptive immune responses
ARHGEF18,Signaling by TGF-beta Receptor Complex
ARHGEF18,NRAGE signals death through JNK
ARHGEF18,p75 NTR receptor-mediated signalling
ARHGEF18,"Cell death signalling via NRAGE, NRIF and NADE"
ARHGEF18,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)
ARHGEF18,G alpha (12/13) signalling events
ARHGEF18,RHOA GTPase cycle
SRGAP2,RHO GTPases Activate Formins
SRGAP2,RHOQ GTPase cycle
SRGAP2,RHOU GTPase cycle
SRGAP2,RAC3 GTPase cycle
SRGAP2,RHOF GTPase cycle
NCSTN,Signaling by ERBB4
NCSTN,Nuclear signaling by ERBB4
NCSTN,p75 NTR receptor-mediated signalling
NCSTN,Signaling by NOTCH1
NCSTN,Signaling by NOTCH2
NCSTN,"Cell death signalling via NRAGE, NRIF and NADE"
NCSTN,NRIF signals cell death from the nucleus
NCSTN,Activated NOTCH1 Transmits Signal to the Nucleus
NCSTN,Signaling by NOTCH1 PEST Domain Mutants in Cancer
NCSTN,Signaling by NOTCH1 in Cancer
NCSTN,Constitutive Signaling by NOTCH1 PEST Domain Mutants
NCSTN,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
NCSTN,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
NCSTN,NOTCH2 Activation and Transmission of Signal to the Nucleus
NCSTN,Signaling by NOTCH3
NCSTN,NOTCH3 Activation and Transmission of Signal to the Nucleus
NCSTN,Signaling by NOTCH4
NCSTN,Signaling by TGFBR3
MED13L,Respiratory Syncytial Virus Infection Pathway
MED13L,RSV-host interactions
PIP5K1C,Negative regulation of the PI3K/AKT network
PIP5K1C,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
FRAT2,Degradation of beta-catenin by the destruction complex
FRAT2,Beta-catenin phosphorylation cascade
FRAT2,Disassembly of the destruction complex and recruitment of AXIN to the membrane
ITGB3BP,p75 NTR receptor-mediated signalling
ITGB3BP,"Cell death signalling via NRAGE, NRIF and NADE"
ITGB3BP,NRIF signals cell death from the nucleus
ITGB3BP,RHO GTPases Activate Formins
GPR161,Hedgehog 'off' state
GPR161,Hedgehog 'on' state
RHOQ,RHOQ GTPase cycle
ATP1B4,Signaling by TGF-beta Receptor Complex
ATP1B4,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
ATP1B4,Downregulation of SMAD2/3:SMAD4 transcriptional activity
HEY1,Signaling by NOTCH1
HEY1,NOTCH1 Intracellular Domain Regulates Transcription
HEY1,Signaling by NOTCH1 PEST Domain Mutants in Cancer
HEY1,Signaling by NOTCH1 in Cancer
HEY1,Constitutive Signaling by NOTCH1 PEST Domain Mutants
HEY1,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
HEY1,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
HEY1,Signaling by NOTCH3
HEY1,NOTCH3 Intracellular Domain Regulates Transcription
HEY1,Signaling by NOTCH4
HEY1,NOTCH4 Intracellular Domain Regulates Transcription
ICMT,RAS processing
CBX6,Regulation of PTEN gene transcription
BRD4,Potential therapeutics for SARS
SEC11A,Respiratory Syncytial Virus Infection Pathway
SEC11A,"Respiratory syncytial virus (RSV) genome replication, transcription and translation"
SEC11A,Maturation of hRSV A proteins
ISCU,Translation of Replicase and Assembly of the Replication Transcription Complex
ISCU,Early SARS-CoV-2 Infection Events
HEY2,Signaling by NOTCH1
HEY2,NOTCH1 Intracellular Domain Regulates Transcription
HEY2,Signaling by NOTCH1 PEST Domain Mutants in Cancer
HEY2,Signaling by NOTCH1 in Cancer
HEY2,Constitutive Signaling by NOTCH1 PEST Domain Mutants
HEY2,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
HEY2,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
HEY2,Signaling by NOTCH3
HEY2,NOTCH3 Intracellular Domain Regulates Transcription
HEY2,Signaling by NOTCH4
HEY2,NOTCH4 Intracellular Domain Regulates Transcription
POFUT1,Pre-NOTCH Expression and Processing
NUP188,Host Interactions of HIV factors
NUP188,Rev-mediated nuclear export of HIV RNA
NUP188,Transport of Ribonucleoproteins into the Host Nucleus
NUP188,Export of Viral Ribonucleoproteins from Nucleus
NUP188,NS1 Mediated Effects on Host Pathways
NUP188,Viral Messenger RNA Synthesis
NUP188,NEP/NS2 Interacts with the Cellular Export Machinery
NUP188,Interactions of Vpr with host cellular proteins
NUP188,Interactions of Rev with host cellular proteins
NUP188,Nuclear import of Rev protein
NUP188,Vpr-mediated nuclear import of PICs
NUP188,SLC transporter disorders
NUP188,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
NUP188,Disorders of transmembrane transporters
NUP188,HCMV Infection
NUP188,HCMV Early Events
NUP188,HCMV Late Events
NUP188,SARS-CoV-2 activates/modulates innate and adaptive immune responses
SUZ12,Regulation of PTEN gene transcription
SUZ12,HCMV Infection
SUZ12,HCMV Early Events
SUZ12,Diseases of programmed cell death
SUZ12,Defective pyroptosis
SCRIB,PCP/CE pathway
SCRIB,Asymmetric localization of PCP proteins
SCRIB,RHOQ GTPase cycle
SCRIB,RHOJ GTPase cycle
SCRIB,RND3 GTPase cycle
SCRIB,RND2 GTPase cycle
RPL13A,Viral mRNA Translation
FOS,Signaling by NTRK1 (TRKA)
FOS,Nuclear Events (kinase and transcription factor activation)
FOS,Extra-nuclear estrogen signaling
FOS,Estrogen-dependent gene expression
FOS,NGF-stimulated transcription
FOS,Estrogen-dependent nuclear events downstream of ESR-membrane signaling
PIK3R5,G beta:gamma signalling through PI3Kgamma
PIK3R5,G-protein beta:gamma signalling
PIK3R5,Signaling by Erythropoietin
PIK3R5,Erythropoietin activates Phosphoinositide-3-kinase (PI3K)
FOSB,Signaling by NTRK1 (TRKA)
FOSB,Nuclear Events (kinase and transcription factor activation)
FOSB,Estrogen-dependent gene expression
FOSB,NGF-stimulated transcription
ATP6V0A2,Signaling by Insulin receptor
ATP6V0A2,Insulin receptor recycling
CDC42EP4,RAC2 GTPase cycle
CDC42EP4,RHOQ GTPase cycle
LEMD3,RAC2 GTPase cycle
LEMD3,RHOD GTPase cycle
LEMD3,RHOG GTPase cycle
LEMD3,RAC3 GTPase cycle
LEMD3,RND3 GTPase cycle
LEMD3,RND2 GTPase cycle
LEMD3,RND1 GTPase cycle
MKRN1,AKT phosphorylates targets in the cytosol
MKRN1,Regulation of PTEN stability and activity
NUP62,Host Interactions of HIV factors
NUP62,Rev-mediated nuclear export of HIV RNA
NUP62,Transport of Ribonucleoproteins into the Host Nucleus
NUP62,Export of Viral Ribonucleoproteins from Nucleus
NUP62,NS1 Mediated Effects on Host Pathways
NUP62,Viral Messenger RNA Synthesis
NUP62,NEP/NS2 Interacts with the Cellular Export Machinery
NUP62,Interactions of Vpr with host cellular proteins
NUP62,Interactions of Rev with host cellular proteins
NUP62,Nuclear import of Rev protein
NUP62,Vpr-mediated nuclear import of PICs
NUP62,SLC transporter disorders
NUP62,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
NUP62,Disorders of transmembrane transporters
NUP62,HCMV Infection
NUP62,HCMV Early Events
NUP62,HCMV Late Events
NUP62,SARS-CoV-2 activates/modulates innate and adaptive immune responses
PPP1R15A,Signaling by TGF-beta Receptor Complex
PPP1R15A,Downregulation of TGF-beta receptor signaling
PPP1R15A,TGF-beta receptor signaling activates SMADs
POLA2,Diseases of programmed cell death
POLA2,Defective pyroptosis
IL17RA,SARS-CoV-2 activates/modulates innate and adaptive immune responses
FLRT3,Signaling by FGFR
FLRT3,Downstream signaling of activated FGFR1
FLRT3,Signaling by FGFR1
FLRT2,Signaling by FGFR
FLRT2,Downstream signaling of activated FGFR1
FLRT2,Signaling by FGFR1
FLRT1,Signaling by FGFR
FLRT1,Downstream signaling of activated FGFR1
FLRT1,Signaling by FGFR1
ALK,Signaling by ALK
ATP6V0D2,Signaling by Insulin receptor
ATP6V0D2,Insulin receptor recycling
ATP6V1C2,Signaling by Insulin receptor
ATP6V1C2,Insulin receptor recycling
CDC26,Diseases of mitotic cell cycle
CDC26,Aberrant regulation of mitotic exit in cancer due to RB1 defects
CDC26,Aberrant regulation of mitotic cell cycle due to RB1 defects
MTOR,MTOR signalling
MTOR,mTORC1-mediated signalling
MTOR,Signaling by VEGF
MTOR,PI3K/AKT Signaling in Cancer
MTOR,Energy dependent regulation of mTOR by LKB1-AMPK
MTOR,VEGFA-VEGFR2 Pathway
MTOR,VEGFR2 mediated vascular permeability
MTOR,Constitutive Signaling by AKT1 E17K in Cancer
MTOR,Regulation of PTEN gene transcription
NR5A2,Estrogen-dependent gene expression
ABL1,RHO GTPases Activate WASPs and WAVEs
ABL1,Parasite infection
ABL1,Leishmania phagocytosis
ABL1,FCGR3A-mediated phagocytosis
FUT8,Maturation of spike protein
FUT8,Translation of Structural Proteins
FUT8,Late SARS-CoV-2 Infection Events
RICTOR,Signaling by VEGF
RICTOR,PI3K/AKT Signaling in Cancer
RICTOR,VEGFA-VEGFR2 Pathway
RICTOR,VEGFR2 mediated vascular permeability
RICTOR,Constitutive Signaling by AKT1 E17K in Cancer
FYN,Signaling by SCF-KIT
FYN,Regulation of KIT signaling
FYN,Host Interactions of HIV factors
FYN,The role of Nef in HIV-1 replication and disease pathogenesis
FYN,Signaling by VEGF
FYN,Negative regulation of the PI3K/AKT network
FYN,PI3K/AKT Signaling in Cancer
FYN,Constitutive Signaling by Aberrant PI3K in Cancer
FYN,VEGFA-VEGFR2 Pathway
FYN,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
FYN,Anti-inflammatory response favouring Leishmania parasite infection
FYN,FCGR3A-mediated IL10 synthesis
FYN,Parasite infection
FYN,Leishmania phagocytosis
FYN,FCGR3A-mediated phagocytosis
FYN,Leishmania parasite growth and survival
FYN,Signaling by KIT in disease
FYN,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants"
FZD2,Class B/2 (Secretin family receptors)
FZD2,Ca2+ pathway
FZD2,PCP/CE pathway
FZD2,Asymmetric localization of PCP proteins
FZD2,Disassembly of the destruction complex and recruitment of AXIN to the membrane
FZD2,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"
ZDHHC20,Maturation of spike protein
ZDHHC20,Translation of Structural Proteins
ZDHHC20,Late SARS-CoV-2 Infection Events
RALGAPA1,RHOH GTPase cycle
KCTD13,RND3 GTPase cycle
KCTD13,RND2 GTPase cycle
XRCC6,Early Phase of HIV Life Cycle
GAB1,PI3K Cascade
GAB1,IRS-mediated signalling
GAB1,Signaling by FGFR in disease
GAB1,Signaling by ERBB2
GAB1,Signaling by ERBB2 in Cancer
GAB1,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants
GAB1,Signaling by EGFR in Cancer
GAB1,Signaling by EGFR
GAB1,Signaling by FGFR
GAB1,Negative regulation of the PI3K/AKT network
GAB1,PI3K/AKT Signaling in Cancer
GAB1,Constitutive Signaling by Aberrant PI3K in Cancer
